stage,epoch,step,loss,learning_rate,timestamp
pretrain,1,222000,3.27198744,0.000466928786775,2026-04-28T03:07:57
pretrain,1,222500,2.87521553,0.000466783431982,2026-04-28T03:08:36
pretrain,1,223000,2.51624346,0.000466637783911,2026-04-28T03:09:14
pretrain,1,223500,2.92786622,0.000466491842783,2026-04-28T03:09:53
pretrain,1,224000,4.12077904,0.000466345608823,2026-04-28T03:10:31
pretrain,1,224500,3.12486911,0.000466199082253,2026-04-28T03:11:09
pretrain,1,225000,2.81328082,0.000466052263299,2026-04-28T03:11:47
pretrain,1,225500,2.58179426,0.000465905152183,2026-04-28T03:12:27
pretrain,1,226000,2.61630249,0.000465757749132,2026-04-28T03:13:06
pretrain,1,226500,4.00440645,0.000465610054371,2026-04-28T03:13:44
pretrain,1,227000,2.25193930,0.000465462068125,2026-04-28T03:14:22
pretrain,1,227500,2.32202268,0.000465313790622,2026-04-28T03:15:01
pretrain,1,228000,3.82902622,0.000465165222087,2026-04-28T03:15:39
pretrain,1,228500,1.78152001,0.000465016362747,2026-04-28T03:16:17
pretrain,1,229000,1.42471337,0.000464867212832,2026-04-28T03:16:55
pretrain,1,229500,2.39433789,0.000464717772567,2026-04-28T03:17:34
pretrain,1,230000,2.75376678,0.000464568042183,2026-04-28T03:18:12
pretrain,1,230500,2.54249167,0.000464418021908,2026-04-28T03:18:52
pretrain,1,231000,1.44342923,0.000464267711972,2026-04-28T03:19:30
pretrain,1,231500,1.99575281,0.000464117112604,2026-04-28T03:20:09
pretrain,1,232000,4.09220648,0.000463966224034,2026-04-28T03:20:48
pretrain,1,232500,1.78969514,0.000463815046494,2026-04-28T03:21:28
pretrain,1,233000,3.64377260,0.000463663580215,2026-04-28T03:22:08
pretrain,1,233500,1.86110497,0.000463511825427,2026-04-28T03:22:48
pretrain,1,234000,2.34828353,0.000463359782364,2026-04-28T03:23:29
pretrain,1,234500,3.24008822,0.000463207451258,2026-04-28T03:24:08
pretrain,1,235000,2.39820838,0.000463054832341,2026-04-28T03:24:48
pretrain,1,235500,2.38166094,0.000462901925848,2026-04-28T03:25:29
pretrain,1,236000,3.11598468,0.000462748732011,2026-04-28T03:26:08
pretrain,1,236500,2.55790305,0.000462595251066,2026-04-28T03:26:47
pretrain,1,237000,3.04987025,0.000462441483246,2026-04-28T03:27:25
pretrain,1,237500,2.48729396,0.000462287428788,2026-04-28T03:28:04
pretrain,1,238000,3.01738024,0.000462133087926,2026-04-28T03:28:42
pretrain,1,238500,2.23377705,0.000461978460897,2026-04-28T03:29:21
pretrain,1,239000,2.45109630,0.000461823547937,2026-04-28T03:29:59
